time,level,estimate,std_error,lower_bound,upper_bound,p_value,sig
-54,Average,0.03101059059743605,0.24358280955323386,-0.448733246897192,0.4739058884834042,0.8986948407891588,
-53,Average,0.03101059059743605,0.24358280955323386,-0.448733246897192,0.4739058884834042,0.8986948407891588,
-52,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-51,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-50,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-49,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-48,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-47,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-46,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-45,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-44,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-43,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-42,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-41,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-40,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-39,Average,0.011250908193202356,0.1415542626858237,-0.2503956584515591,0.30674848036245567,0.9366498534564962,
-38,Average,0.011257566509528846,0.1398991930019667,-0.24750795270141868,0.2996255656580733,0.9358641463708164,
-37,Average,0.011253813699753085,0.14089774402277522,-0.24893114019982404,0.3043815734857395,0.93633889522225,
-36,Average,0.009279740557163631,0.13092633667490633,-0.2311719735245534,0.27794807090090895,0.9434951952321828,
-35,Average,0.0064851459055371655,0.13547032564258543,-0.24352372590205418,0.28237031236446974,0.9618187812269976,
-34,Average,0.006897120150994698,0.12595309501024285,-0.22261199999121914,0.25434196867816317,0.9563301191296087,
-33,Average,0.0011204460708309702,0.12059206004520438,-0.2248836202721819,0.23828110068858108,0.9925867942011006,
-32,Average,-0.025983667358212427,0.10081872579187805,-0.21657724680692556,0.18811347678928603,0.7966179160325411,
-31,Average,0.030974744736633263,0.08792113520097847,-0.12958721268400106,0.20718071490373724,0.7246121895712829,
-30,Average,0.008071021027819786,0.068236901763579,-0.12224742917018477,0.14860076231073097,0.905846264955896,
-29,Average,-0.056218070231728645,0.16574137825389762,-0.32813000356970345,0.28132365726027964,0.7344654561024957,
-28,Average,-0.009160923623482274,0.11476345340671842,-0.24491787277384594,0.19819133197430341,0.9363769191439184,
-27,Average,0.00974995271768345,0.08367430701501619,-0.16019064026907412,0.16693555829998769,0.9072383293719521,
-26,Average,0.027204547051590346,0.13831534452322816,-0.2596735765785555,0.26324003689931225,0.8440740857713376,
