time,level,estimate,std_error,lower_bound,upper_bound,p_value,sig
-54,Average,-0.22119025241557153,1.0079591809810229,-1.9207941885081738,1.979642006576039,0.8263044625006364,
-53,Average,-0.08368613480768348,0.9139641933436063,-1.7214285722957692,1.898768381755489,0.9270445268909473,
-52,Average,0.19640518802717022,0.4537572456629512,-0.6023101499611958,1.1440869687619795,0.6651295676908195,
-51,Average,0.09824241412351686,0.45629695875202536,-0.7163679826707244,1.005535796808905,0.8295305611417436,
-50,Average,-0.19371044172029486,0.5111085542856877,-1.1094384079274062,0.7967102655312026,0.704687428487387,
-49,Average,-0.08720819413443072,0.5458951060547855,-1.0362396741935844,0.9816439430858901,0.8730759185149928,
-48,Average,0.06753876156015416,0.5468351267282241,-0.8524231810387909,1.175241198076844,0.901704479550522,
-47,Average,0.10351074846307279,0.5207984000693735,-0.784218557370757,1.2351664891616738,0.8424552058443435,
-46,Average,-0.00594512616016659,0.5637326299775334,-0.9874749314213135,1.2036410329811578,0.991585662782758,
-45,Average,-0.04598037660117914,0.5191080333472153,-0.9310179528619075,1.0493846808188407,0.9294190913991627,
-44,Average,-0.030046039363545933,0.4636397826927795,-0.8310946511326157,0.929126421542464,0.9483294952450152,
-43,Average,-0.15886974871831275,0.47645163922988054,-0.9785800326531353,0.8453609869988216,0.7387994580424828,
-42,Average,0.08459827175980233,0.4232954837297187,-0.6800754830992601,0.9302039833662699,0.8415929636491575,
-41,Average,0.03780957221623194,0.48071546508300284,-0.8416759292662099,1.037733419471508,0.9373088639067508,
-40,Average,0.3573987281049206,0.45062896501464145,-0.47089544477663564,1.2596772107632166,0.4277132333500222,
-39,Average,-0.03890513601254359,0.43159307460242047,-0.8340618380265803,0.8017797352434783,0.9281735028405174,
-38,Average,0.04924840580096602,0.450996133956852,-0.7182149298166142,0.9852014159315059,0.9130445145734634,
-37,Average,0.01571809653807676,0.3607415043762194,-0.6047396663900187,0.7676804890335293,0.965245863577564,
-36,Average,-0.0036297629893873914,0.3244370659726694,-0.5750888009516288,0.6600522452723551,0.9910735494307135,
-35,Average,0.034524246071916787,0.28333872886826866,-0.4612145392286965,0.6387535910742157,0.903019430398039,
-34,Average,0.020378908410905304,0.2698006262406739,-0.4709698613481504,0.5626498358759545,0.9397904721403829,
-33,Average,0.049549528931410305,0.2922147126040209,-0.4930834898544777,0.6412732097030839,0.8653518698218414,
-32,Average,-0.05309432689317381,0.24469773152371777,-0.5269421325955878,0.4257409743084166,0.82822452655966,
-31,Average,-0.09595367610414307,0.23142891033240381,-0.5593059524695321,0.34118772189980123,0.6784244665443275,
-30,Average,0.040077232665902726,0.19013073539528164,-0.3119883239302842,0.3845241596622757,0.8330528866015781,
-29,Average,-0.07716222005705484,0.22870159990072014,-0.49926097821007465,0.39229192372946464,0.7358209865654111,
-28,Average,0.0330269906055413,0.228326649961604,-0.41023630066588057,0.4671427783898814,0.8849888064072273,
-27,Average,0.189518838762654,0.25254733624977493,-0.29913226708647145,0.6279424529878559,0.45299638526375885,
-26,Average,-0.0659662905712197,0.2741214558055939,-0.6268538191021036,0.41402903637834676,0.8098293287616529,
-25,Average,0.009548455911991438,0.2508573823667949,-0.5064176150686961,0.45535074416667926,0.9696372248142808,
-24,Average,-0.11678280353881781,0.23869308351226493,-0.5639580401748422,0.34634388488159773,0.6246581535510796,
-23,Average,0.0073521826144549276,0.30927644829090634,-0.6319669509626407,0.5527688673579213,0.9810343123097305,
-22,Average,-0.029092137113506184,0.2684551119652223,-0.5711213280291128,0.4775386213110528,0.9137032120574116,
-21,Average,-0.10831101857062975,0.3085432192431702,-0.7454816858683379,0.44402622213551957,0.725558323154962,
-20,Average,-0.07737817686646209,0.31324812018696413,-0.7066778390904717,0.5082012124175431,0.8048936693168929,
-19,Average,0.10195754291388112,0.4045738299463542,-0.698284681440284,0.851266876847586,0.8010316300914591,
-18,Average,-0.10387291659352738,0.3128641546567616,-0.7346940590003579,0.4685701182931806,0.7398843903614647,
-17,Average,0.022656185299110412,0.3564200355304417,-0.7196179452584759,0.6810506008681193,0.949315828896452,
-16,Average,-0.03350361008263068,0.36681595916944437,-0.7639482935313964,0.6423127003668625,0.9272253805090647,
-15,Average,0.03140986186809667,0.3874540067190482,-0.7405425344715253,0.7227317229723109,0.9353884069359841,
-14,Average,-0.13041299887290067,0.4205844684952981,-0.9817233029494571,0.6254586467785057,0.756503435248089,
-13,Average,0.15016384314770342,0.4187580620801716,-0.7096013656871256,0.9259125934297701,0.7198993458482896,
-12,Average,-0.08555850655068721,0.429635572324851,-0.9482680109548903,0.7423358231200494,0.8421516325468297,
-11,Average,-0.04214591846080614,0.40618282406115563,-0.8265507943927992,0.7168162574993039,0.9173590511274754,
-10,Average,0.0760379192221215,0.40073279597915185,-0.6778248759759649,0.8018313119805629,0.8495072456104147,
-9,Average,-0.09689480274401359,0.41843283129544995,-0.914235238397453,0.6862277882305551,0.8168751442906663,
-8,Average,0.025916146309576293,0.3793779944651121,-0.7033829265541736,0.715170945553214,0.9455371107828432,
-7,Average,-0.051820540038116376,0.40937125315697276,-0.8725922015549009,0.7422484762281291,0.8992683283973419,
-6,Average,0.03528797386503277,0.35214509809297656,-0.6719167886668144,0.6823988535316236,0.920178703718783,
-5,Average,-0.0463383760347045,0.35095795616484693,-0.7438229269481519,0.5688826684219057,0.8949574142589811,
-4,Average,-0.1283512849161946,0.3867798479185688,-0.903737204743811,0.5740714053291824,0.7400056656922174,
-3,Average,-0.010139431696204243,0.3112801243375933,-0.6285690321134446,0.5402370385920958,0.9740148343165287,
-2,Average,0.1522428048959327,0.3642846344157234,-0.585845163398651,0.8259105943134447,0.6760036613573899,
-1,Average,-0.0441619605274994,0.287466675423022,-0.64714319837348655,0.4471978315136332,0.8779057186172678,
0,Average,0.19797431809744448,0.3407010230240764,-0.5219835523854619,0.7962036462379436,0.5611869969504171,
1,Average,0.23467251667616068,0.26138506287171137,-0.2921290384802389,0.7261889908652179,0.369290129940516,
2,Average,0.3818143868732679,0.2982232405798939,-0.19032541784104234,0.9288047758091915,0.2004406238435903,
3,Average,-0.01907064756781563,0.2684033260250861,-0.5611952259782924,0.4691548526559207,0.9433562085681644,
4,Average,0.3136707174157181,0.2922137302402292,-0.2606772646303204,0.8586815753053154,0.283078640093795,
5,Average,0.37208281408226773,0.2761877657554761,-0.16613902110151568,0.8943542767879038,0.17791273155372767,
6,Average,0.47855081841596153,0.2767664399692874,-0.06999567398696488,0.9967440343467342,0.08379509984716438,*
7,Average,0.41549348421943566,0.2909261357242174,-0.16236903286479265,0.9515673218057827,0.1532414446856567,
8,Average,0.3761840431752825,0.2786216968328647,-0.157099608512193,0.8977852623846871,0.1769644666511323,
9,Average,0.415759088623324,0.2396666781729906,-0.05503146931618752,0.8551798384510715,0.08278707838089128,*
10,Average,0.5265770421961796,0.26860539319548954,-0.017848704002271343,1.0407986270712564,0.04994773869911451,**
