time,level,estimate,std_error,lower_bound,upper_bound,p_value,sig
-54,Average,-1.2323034834426871,1.4551095139246333,-4.02115835314482,1.6671287432997595,0.3970618816664331,
-53,Average,-1.2255581204353867,1.450243652163613,-4.01442931242993,1.6738049808092372,0.398071480912487,
-52,Average,-0.3847559489985036,0.5223534256176675,-1.3422776416940279,0.6644374566066339,0.46137679639740514,
-51,Average,-0.37566743720482465,0.5164658726492742,-1.323643398814536,0.6657049402685017,0.46699262093749905,
-50,Average,-0.3797077030247544,0.5226225216294855,-1.3408869571090154,0.6727771968877785,0.4675059940506441,
-49,Average,-0.34202384170482847,0.5021421321416769,-1.265396039536204,0.6866711321974246,0.49578952415126976,
-48,Average,-0.3619193914142097,0.5131303361632563,-1.3076126646959012,0.6772732981128776,0.4806131748145983,
-47,Average,-0.3420070280715029,0.5015844695470874,-1.2635570375488712,0.6898629405046692,0.49533171455646086,
-46,Average,-0.2481554233080808,0.45857167503588153,-1.0360710045817396,0.6864561180869733,0.5884051572403295,
-45,Average,-0.28385491493511683,0.46962500803588386,-1.1533819323908006,0.6960254509623492,0.5455585436263157,
-44,Average,-0.3254492533554719,0.48920647823547936,-1.2259973692509372,0.6827943083175373,0.5058845347004872,
-43,Average,-0.36293767725203174,0.509048430633592,-1.2868426747615733,0.661653967795527,0.47586259794095054,
-42,Average,-0.2768688453818401,0.47182121750328987,-1.1052501940866277,0.6700586324656655,0.5573321217973157,
-41,Average,-0.33107944171829945,0.49072900892750154,-1.2350104550389247,0.6772439356776025,0.49988635347043076,
-40,Average,0.061156203088845326,0.2499229104069323,-0.35347227746103077,0.6054645345771281,0.8066885207229679,
-39,Average,0.3671950509506714,0.4590544969917905,-0.5543618038237077,1.29226018588451,0.42377207157893304,
-38,Average,0.35218831685213486,0.5370901113807476,-0.6231772802313693,1.450095313342644,0.5119952049872343,
-37,Average,0.4140421966280968,0.4794532420680136,-0.501529633708551,1.3858018875816542,0.38782327871342015,
-36,Average,0.02867419310870356,0.3139589922474893,-0.48077515761986656,0.6669413379395699,0.927229575373731,
-35,Average,0.3425795920914121,0.36423216177722806,-0.36791974829624596,1.0548236599518384,0.34693406211907174,
-34,Average,0.07118324358988523,0.30127006514527865,-0.49729886938247403,0.7060822386800876,0.8132175877909589,
-33,Average,0.3117258307539907,0.4403525955980325,-0.5394376327262105,1.1775604563371662,0.4790070377086513,
-32,Average,0.21801750579158385,0.4368799101469664,-0.6434560339437084,1.0981832134583098,0.6177561144046282,
-31,Average,0.02452974193941304,0.35324824397223864,-0.6528935071785577,0.7244639521245033,0.9446389760217764,
-30,Average,0.15982752019230553,0.38130858212266977,-0.5831109550034878,0.8905364013102439,0.6751026243254048,
-29,Average,0.2990026371839077,0.38593594721499636,-0.45950128341344604,1.0296940939422607,0.4384892953188324,
-28,Average,0.17734701371608466,0.3233113979759464,-0.4508716001101827,0.7793116994188259,0.5833258859676096,
-27,Average,0.23051590149367254,0.35256871718115323,-0.44097589521768876,0.9043122488713002,0.5132288344684222,
-26,Average,0.1452041862344423,0.27618158028293344,-0.38817368869964886,0.6888779298808961,0.5990575900775852,
-25,Average,0.3967809020493831,0.45367250507378293,-0.4964866431349909,1.2725432876735032,0.38179287260558237,
-24,Average,0.11490083697153546,0.32161508941844746,-0.496983144841248,0.7481743069342413,0.7208957054174785,
-23,Average,0.22092755043698525,0.2985991454981941,-0.36586430295417877,0.7950358656949896,0.4593727811857733,
-22,Average,-0.023845690638284255,0.21111757206365153,-0.4181675724871835,0.3775493731536791,0.910070342592384,
-21,Average,0.13680417485065047,0.21737154370441442,-0.2630688040265683,0.5719605770463972,0.5291157471936241,
-20,Average,0.04185797633599243,0.2178171280203147,-0.3753347128031329,0.4669445815928683,0.8476088328379929,
-19,Average,-0.07618495598177914,0.2157466498582494,-0.5052514554593216,0.3089112283266076,0.7239967458478223,
-18,Average,0.16092916146700947,0.26350482330191616,-0.33303251771381204,0.6942265435228712,0.5413812045815383,
-17,Average,-0.07502839119375171,0.26432735760882664,-0.5407809947488114,0.4725425616761515,0.7765280295104631,
-16,Average,-0.13746644153711948,0.2054732977202792,-0.5190885519817596,0.2590894238782272,0.5034805596136398,
-15,Average,0.17012454317593467,0.2567161063003653,-0.32518658344666435,0.6660537942958487,0.5075257552294601,
-14,Average,-0.05499124510712776,0.19837523269309448,-0.4404597770464201,0.3208720924366064,0.7816202283808356,
-13,Average,-0.016681897053271232,0.2240963324380323,-0.4556467829143319,0.4100786769510785,0.9406596920428414,
-12,Average,0.20728713290298845,0.5099637892993049,-0.8474337911866203,1.1731061463646806,0.6843941962159286,
-11,Average,0.01495833798033852,0.29378013412222864,-0.5533577072766971,0.5878991342561313,0.9593918356407047,
-10,Average,0.022491308429010946,0.2932520192610031,-0.5196238737867612,0.6104136879597047,0.938865246834576,
-9,Average,-0.114193155861868,0.3088772080333474,-0.7142012834846291,0.5384615697690371,0.7116030111675362,
-8,Average,0.01562650591794989,0.3069521983363026,-0.6069670645423504,0.6031474379737475,0.959398354578036,
-7,Average,0.13785420575245752,0.4162002485598527,-0.6858050383295629,0.945688716214754,0.7404776619737055,
-6,Average,-0.024708404527526227,0.3203004456452129,-0.6500039941153736,0.6131830804901589,0.9385111090111709,
-5,Average,0.2706448154733495,0.5347490522485548,-0.8009282669288597,1.2733272563893205,0.6127755286434815,
-4,Average,0.11517767260273755,0.5107754750328517,-0.9288089200313905,1.091898070908653,0.8215936711827356,
-3,Average,0.202724960929561,0.582867383139822,-0.9681216683354115,1.293083203171216,0.7279856412463819,
-2,Average,0.09802141013713475,0.6345892703417072,-1.1898104496160649,1.2583485699867143,0.8772436296196893,
-1,Average,-0.009628899206752372,0.5827594645640327,-1.1610673005317584,1.1153332964372171,0.9868172017422281,
0,Average,-0.2275780596442165,0.7729490133497209,-1.6960941730856975,1.2964844153392412,0.7684306487838612,
1,Average,0.5415672925430697,0.980168909699241,-1.2406543554523966,2.5745572099197007,0.5805890843117989,
2,Average,0.6458481241167175,1.1335738534887883,-1.5471855946908193,2.8939621244716305,0.5688506108250921,
3,Average,0.4172783028464539,1.097127552169352,-1.7881759629181604,2.554095338426852,0.7036952051065524,
4,Average,1.0817177521267123,1.376127573744071,-1.4552821940661578,3.854257408962135,0.43183280026693005,
5,Average,0.8597201051033136,1.3071913353443403,-1.598443108436251,3.4623459628286968,0.5107405768333049,
6,Average,0.9496191978767726,1.2974901352581654,-1.4642926859461753,3.5055454810438453,0.46423611355911665,
7,Average,0.7919004825874779,1.260805905172187,-1.583892572210142,3.228048973398605,0.5299445151645839,
8,Average,1.1342495207964283,1.4013539929500847,-1.4036641944556543,3.9084746334167444,0.41828772877408693,
9,Average,0.5122575819090806,0.9991544862855842,-1.3937264252322081,2.5191819107636007,0.608167437826896,
10,Average,0.4065716905259195,1.0175917493688331,-1.533668607749998,2.4672965535619817,0.689493124574232,
